"FullPath","RelativePath","TopLevel","SizeBytes","LastWriteUtc"
"C:\Users\conor\Desktop\MasterRecovery3\archive\personal\recovery_gdrive_export\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Deco(com.tplink.tpm5).apk","archive\personal\recovery_gdrive_export\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Deco(com.tplink.tpm5).apk","archive","157729364","2026-03-07T09:51:28.8679808Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\recup_dir.2\f11916640.deb","archive\recup_dir.2\f11916640.deb","archive","155502592","2025-12-19T10:37:48.0000000Z"
"C:\Users\conor\Desktop\MasterRecovery3\.git\objects\b5\4e64ed6f47101fa49d35d2867d0ce8a37130c1",".git\objects\b5\4e64ed6f47101fa49d35d2867d0ce8a37130c1",".git","155305083","2026-02-28T22:51:27.4562663Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\recup_dir.2\f10043100.deb","archive\recup_dir.2\f10043100.deb","archive","152045568","2025-12-19T10:36:54.0000000Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\extracted_recovery\Crypto_Recovery_Backups-20260228T205929Z-1-004\Crypto_Recovery_Backups\recovery (1)\Android\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Procare(com.kinderlime.dev).apk","archive\extracted_recovery\Crypto_Recovery_Backups-20260228T205929Z-1-004\Crypto_Recovery_Backups\recovery (1)\Android\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Procare(com.kinderlime.dev).apk","archive","144900815","2026-02-14T20:07:27.5230000Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\forensic_data\gdrive_import_20260306_160512\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Procare(com.kinderlime.dev).apk","archive\forensic_data\gdrive_import_20260306_160512\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Procare(com.kinderlime.dev).apk","archive","144900815","2026-02-14T20:07:27.5230000Z"
"C:\Users\conor\Desktop\MasterRecovery3\.git\objects\e9\b84b156d3ae8192937c95176fd072b41003ee0",".git\objects\e9\b84b156d3ae8192937c95176fd072b41003ee0",".git","139012983","2026-02-28T22:50:58.8720415Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\Imported_Data\Drive_Orphans\Desktop\137915","archive\Imported_Data\Drive_Orphans\Desktop\137915","archive","139012983","2026-03-01T22:50:20.2702780Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\R_Drive_Extraction\usr\lib\firefox\libxul.so","archive\R_Drive_Extraction\usr\lib\firefox\libxul.so","archive","137418936","2026-02-27T19:39:03.3410000Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\extensions\Anthropic.claude-code-2.1.63@win32-x64.vsix","archive\extensions\Anthropic.claude-code-2.1.63@win32-x64.vsix","archive","134315092","2026-03-02T11:45:51.7840398Z"
"C:\Users\conor\Desktop\MasterRecovery3\.git\objects\96\f829e4fd11e9f10c90ec432b3a04082427a983",".git\objects\96\f829e4fd11e9f10c90ec432b3a04082427a983",".git","133932384","2026-03-05T21:25:06.6983691Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\forensic_data\gdrive_import_20260306_160512\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Progressive(com.phonevalley.progressive).apk","archive\forensic_data\gdrive_import_20260306_160512\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Progressive(com.phonevalley.progressive).apk","archive","132307345","2026-02-14T20:06:20.3030000Z"
"C:\Users\conor\Desktop\MasterRecovery3\.git\objects\cf\bb7307219acbeaaa2195145b0e8f884acbe9be",".git\objects\cf\bb7307219acbeaaa2195145b0e8f884acbe9be",".git","129556310","2026-03-07T09:47:55.9450822Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\extensions\redhat.java-1.54.2026022808@win32-x64.vsix","archive\extensions\redhat.java-1.54.2026022808@win32-x64.vsix","archive","128841913","2026-03-02T11:06:59.6208822Z"
"C:\Users\conor\Desktop\MasterRecovery3\.git\objects\fa\de35e17c2243b9c7ef5a07bf9de4fe80308718",".git\objects\fa\de35e17c2243b9c7ef5a07bf9de4fe80308718",".git","128698728","2026-03-05T21:25:11.0298853Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\recup_dir.2\f1590564.xz","archive\recup_dir.2\f1590564.xz","archive","123837458","2025-12-19T10:32:56.0000000Z"
"C:\Users\conor\Desktop\MasterRecovery3\.git\objects\01\83f47841139381196d517b722733ad97c634bf",".git\objects\01\83f47841139381196d517b722733ad97c634bf",".git","123830033","2026-02-28T22:51:33.3786661Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\extracted_recovery\Crypto_Recovery_Backups-20260228T205929Z-1-004\Crypto_Recovery_Backups\recovery (1)\Android\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Amazon Photos(com.amazon.clouddrive.photos).apk","archive\extracted_recovery\Crypto_Recovery_Backups-20260228T205929Z-1-004\Crypto_Recovery_Backups\recovery (1)\Android\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Amazon Photos(com.amazon.clouddrive.photos).apk","archive","123811928","2026-03-07T09:51:15.7183358Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\forensic_data\gdrive_import_20260306_160512\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Amazon Photos(com.amazon.clouddrive.photos).apk","archive\forensic_data\gdrive_import_20260306_160512\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Amazon Photos(com.amazon.clouddrive.photos).apk","archive","123811928","2026-03-07T09:51:15.7183358Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\personal\recovery_gdrive_export\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Amazon Photos(com.amazon.clouddrive.photos).apk","archive\personal\recovery_gdrive_export\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Amazon Photos(com.amazon.clouddrive.photos).apk","archive","123811928","2026-03-07T09:51:15.7183358Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\recup_dir.2\f9798532.deb","archive\recup_dir.2\f9798532.deb","archive","119175168","2025-12-19T10:36:46.0000000Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\forensic_data\gdrive_import_20260306_160512\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\WhatsApp Business(com.whatsapp.w4b).apk","archive\forensic_data\gdrive_import_20260306_160512\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\WhatsApp Business(com.whatsapp.w4b).apk","archive","116734020","2026-02-14T20:06:21.5510000Z"
"C:\Users\conor\Desktop\MasterRecovery3\.git\objects\51\7400fddf6520f60c54dbda10c032e7134198e7",".git\objects\51\7400fddf6520f60c54dbda10c032e7134198e7",".git","114859204","2026-03-07T09:48:01.7897815Z"
"C:\Users\conor\Desktop\MasterRecovery3\.git\objects\d8\a6ab7293f74efee275b4ce8e71b3951e8177d3",".git\objects\d8\a6ab7293f74efee275b4ce8e71b3951e8177d3",".git","114124265","2026-02-28T22:53:54.1545360Z"
"C:\Users\conor\Desktop\MasterRecovery3\.git\objects\62\c222bae715460737c7d0e64e4963e81f8ec959",".git\objects\62\c222bae715460737c7d0e64e4963e81f8ec959",".git","110674245","2026-03-07T09:52:11.5065675Z"
"C:\Users\conor\Desktop\MasterRecovery3\.git\objects\d0\926a8cd7437678ea3b7b9a5a839500b88c58f2",".git\objects\d0\926a8cd7437678ea3b7b9a5a839500b88c58f2",".git","97875931","2026-03-07T09:48:08.2461840Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\forensic_data\gdrive_import_20260306_160512\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Amazon Shopping(com.amazon.mShop.android.shopping).apk","archive\forensic_data\gdrive_import_20260306_160512\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Amazon Shopping(com.amazon.mShop.android.shopping).apk","archive","95970695","2026-02-14T20:06:20.1310000Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\personal\recovery_gdrive_export\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Amazon Shopping(com.amazon.mShop.android.shopping).apk","archive\personal\recovery_gdrive_export\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Amazon Shopping(com.amazon.mShop.android.shopping).apk","archive","95970695","2026-03-07T09:51:16.8235651Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\forensic_data\gdrive_import_20260306_160512\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\eero(com.eero.android).apk","archive\forensic_data\gdrive_import_20260306_160512\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\eero(com.eero.android).apk","archive","94938688","2026-02-14T20:06:34.0110000Z"
"C:\Users\conor\Desktop\MasterRecovery3\.git\objects\cf\1172a64dc686fe2b69dc69cee4800425bb6e56",".git\objects\cf\1172a64dc686fe2b69dc69cee4800425bb6e56",".git","92550667","2026-03-07T09:47:50.7950321Z"
"C:\Users\conor\Desktop\MasterRecovery3\.git\objects\d0\79033c6e97fb79d5a6b5ba52bb526e9b2d9bf1",".git\objects\d0\79033c6e97fb79d5a6b5ba52bb526e9b2d9bf1",".git","92243326","2026-03-05T21:24:59.5061502Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\Imported_Data\Drive_Orphans\Desktop\135217","archive\Imported_Data\Drive_Orphans\Desktop\135217","archive","92243326","2026-02-28T22:48:45.2992438Z"
"C:\Users\conor\Desktop\MasterRecovery3\.git\objects\e0\c7eaa68a44a394acc17c163a267723a5963e86",".git\objects\e0\c7eaa68a44a394acc17c163a267723a5963e86",".git","92081971","2026-03-05T21:22:17.4855432Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\recup_dir.2\f4733928.xz","archive\recup_dir.2\f4733928.xz","archive","89935872","2025-12-19T10:34:22.0000000Z"
"C:\Users\conor\Desktop\MasterRecovery3\.git\objects\47\6515574e4f19afee7592f5dde0537516ed62fd",".git\objects\47\6515574e4f19afee7592f5dde0537516ed62fd",".git","89849057","2026-02-28T22:52:22.2016635Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\forensic_data\gdrive_import_20260306_160512\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\The Weather Channel(com.weather.Weather).apk","archive\forensic_data\gdrive_import_20260306_160512\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\The Weather Channel(com.weather.Weather).apk","archive","88298730","2026-02-14T20:08:07.8750000Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\forensic_data\gdrive_import_20260306_160512\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Link to Windows(com.microsoft.appmanager).apk","archive\forensic_data\gdrive_import_20260306_160512\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Link to Windows(com.microsoft.appmanager).apk","archive","86117920","2026-02-14T20:06:26.3390000Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\personal\recovery_gdrive_export\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Link to Windows(com.microsoft.appmanager).apk","archive\personal\recovery_gdrive_export\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Link to Windows(com.microsoft.appmanager).apk","archive","86117920","2026-03-07T09:51:56.4390788Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\forensic_data\gdrive_import_20260306_160512\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Dashlane(com.dashlane).apk","archive\forensic_data\gdrive_import_20260306_160512\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Dashlane(com.dashlane).apk","archive","85037485","2026-02-14T20:07:46.8710000Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\personal\recovery_gdrive_export\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Dashlane(com.dashlane).apk","archive\personal\recovery_gdrive_export\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Dashlane(com.dashlane).apk","archive","85037485","2026-03-07T09:51:20.5640423Z"
"C:\Users\conor\Desktop\MasterRecovery3\.git\objects\95\a628197c204af5e704fca4b1ecf7979cd47b96",".git\objects\95\a628197c204af5e704fca4b1ecf7979cd47b96",".git","81112575","2026-03-07T09:52:12.8173289Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\forensic_data\gdrive_import_20260306_160512\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\WordPress(org.wordpress.android).apk","archive\forensic_data\gdrive_import_20260306_160512\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\WordPress(org.wordpress.android).apk","archive","79627188","2026-02-14T20:06:39.5870000Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\forensic_data\gdrive_import_20260306_160512\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Shop(com.shopify.arrive).apk","archive\forensic_data\gdrive_import_20260306_160512\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Shop(com.shopify.arrive).apk","archive","79515517","2026-02-14T20:07:24.0830000Z"
"C:\Users\conor\Desktop\MasterRecovery3\.git\objects\95\eec7989aa72ba767dfa62459bfa592e9e5e910",".git\objects\95\eec7989aa72ba767dfa62459bfa592e9e5e910",".git","77189019","2026-02-28T22:50:47.7456704Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\recup_dir.2\f0473056.xz","archive\recup_dir.2\f0473056.xz","archive","77170688","2025-12-19T10:32:16.0000000Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\R_Drive_Extraction\usr\lib\x86_64-linux-gnu\libLLVM-10.so.1","archive\R_Drive_Extraction\usr\lib\x86_64-linux-gnu\libLLVM-10.so.1","archive","74037336","2026-02-27T19:36:08.1370000Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\Imported_Data\GDrive_Crypto_Recovery_Backups\archive\.tmp.driveupload\10581","archive\Imported_Data\GDrive_Crypto_Recovery_Backups\archive\.tmp.driveupload\10581","archive","73980871","2026-02-27T20:04:59.9650000Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\R_Drive_Extraction\home\user\wifi\rtl8812au-5.6.4.2~20201019\.git\objects\pack\pack-7a65afa0b89a550914e91ffd3369869886966521.pack","archive\R_Drive_Extraction\home\user\wifi\rtl8812au-5.6.4.2~20201019\.git\objects\pack\pack-7a65afa0b89a550914e91ffd3369869886966521.pack","archive","73980871","2026-02-27T20:04:59.9650000Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\forensic_data\gdrive_import_20260306_160512\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Time Squared(co.timesquared.timetracker).apk","archive\forensic_data\gdrive_import_20260306_160512\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Time Squared(co.timesquared.timetracker).apk","archive","73840349","2026-02-14T20:07:03.5110000Z"
"C:\Users\conor\Desktop\MasterRecovery3\.git\objects\5d\463c5b6a92612c4ead6c9f2d1f5258abc3201f",".git\objects\5d\463c5b6a92612c4ead6c9f2d1f5258abc3201f",".git","73792851","2026-03-05T21:23:47.9582560Z"
"C:\Users\conor\Desktop\MasterRecovery3\.git\objects\7a\f5edc737d8d25c32c6bcc87ebd540314534dc1",".git\objects\7a\f5edc737d8d25c32c6bcc87ebd540314534dc1",".git","72110674","2026-03-07T09:47:46.2157400Z"
"C:\Users\conor\Desktop\MasterRecovery3\.git\objects\f6\6e2bb47da2c6c94d8fdde283fc8dd27cf1e3cb",".git\objects\f6\6e2bb47da2c6c94d8fdde283fc8dd27cf1e3cb",".git","71752720","2026-03-07T09:52:08.3896688Z"
"C:\Users\conor\Desktop\MasterRecovery3\.git\objects\eb\187bce02d8ef305bda39ca375f8b97ecf0b138",".git\objects\eb\187bce02d8ef305bda39ca375f8b97ecf0b138",".git","71324304","2026-03-07T09:52:10.0878806Z"
"C:\Users\conor\Desktop\MasterRecovery3\.git\objects\dc\bf99db5df10de96073b59aebce77857a34f270",".git\objects\dc\bf99db5df10de96073b59aebce77857a34f270",".git","69030911","2026-03-07T09:47:53.0218187Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\R_Drive_Extraction\usr\lib\i386-linux-gnu\libLLVM-10.so.1","archive\R_Drive_Extraction\usr\lib\i386-linux-gnu\libLLVM-10.so.1","archive","68878212","2026-02-27T19:39:37.9650000Z"
"C:\Users\conor\Desktop\MasterRecovery3\.git\objects\5c\4f30fdf846a7bd06dd96714d645d6cd4ff0f44",".git\objects\5c\4f30fdf846a7bd06dd96714d645d6cd4ff0f44",".git","67909793","2026-03-07T09:48:02.9648079Z"
"C:\Users\conor\Desktop\MasterRecovery3\.git\objects\69\1a4328eb1a5a446f17d64c4cd979882fdf8c64",".git\objects\69\1a4328eb1a5a446f17d64c4cd979882fdf8c64",".git","66514532","2026-03-07T09:47:48.8598069Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\R_Drive_Extraction\hive\opt\atitool\atitool","archive\R_Drive_Extraction\hive\opt\atitool\atitool","archive","65464144","2026-02-27T20:04:55.3550000Z"
"C:\Users\conor\Desktop\MasterRecovery3\.git\objects\38\d42d6415ec055a60c09e59737e756e745892fc",".git\objects\38\d42d6415ec055a60c09e59737e756e745892fc",".git","65211553","2026-03-05T21:21:08.5010699Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\Consolidated_Backups\OneDrive_2_3-1-2026\bettercutslawncare@gmail.com - Google Drive\Archive.zip","archive\Consolidated_Backups\OneDrive_2_3-1-2026\bettercutslawncare@gmail.com - Google Drive\Archive.zip","archive","65200765","2026-03-01T19:13:31.4477676Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\Email_Imports\bettercutslawncare@gmail.com - Google Drive\Archive.zip","archive\Email_Imports\bettercutslawncare@gmail.com - Google Drive\Archive.zip","archive","65200765","2015-08-04T15:47:46.0000000Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\personal\13_Downing_Rd_photos.zip","archive\personal\13_Downing_Rd_photos.zip","archive","65200765","2026-03-02T02:23:37.7351934Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\root_archives\Archive.zip","archive\root_archives\Archive.zip","archive","65200765","2015-08-04T15:47:46.0000000Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\forensic_data\gdrive_import_20260306_160512\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Hims(com.himshers.hims).apk","archive\forensic_data\gdrive_import_20260306_160512\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Hims(com.himshers.hims).apk","archive","63551088","2026-02-14T20:07:31.3510000Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\personal\recovery_gdrive_export\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Hims(com.himshers.hims).apk","archive\personal\recovery_gdrive_export\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Hims(com.himshers.hims).apk","archive","63551088","2026-03-07T09:51:50.9546454Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\forensic_data\gdrive_import_20260306_160512\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Frontier CU(com.frontiercu.mobile).apk","archive\forensic_data\gdrive_import_20260306_160512\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Frontier CU(com.frontiercu.mobile).apk","archive","62613644","2026-02-14T20:08:18.2230000Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\personal\recovery_gdrive_export\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Frontier CU(com.frontiercu.mobile).apk","archive\personal\recovery_gdrive_export\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Frontier CU(com.frontiercu.mobile).apk","archive","62613644","2026-03-07T09:51:42.1787141Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\recup_dir.2\f1961060.xz","archive\recup_dir.2\f1961060.xz","archive","62588928","2025-12-19T10:33:02.0000000Z"
"C:\Users\conor\Desktop\MasterRecovery3\.git\objects\d0\45c8db8f19e8c3828142e0cec89c6a3850872f",".git\objects\d0\45c8db8f19e8c3828142e0cec89c6a3850872f",".git","62552394","2026-02-28T22:51:36.9355840Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\root_disk_images\mac-iphone-data-recovery_full1534.dmg","archive\root_disk_images\mac-iphone-data-recovery_full1534.dmg","archive","60202826","2026-02-19T20:55:36.8990000Z"
"C:\Users\conor\Desktop\MasterRecovery3\.git\objects\21\5b17302e6d38fa7fe822ae10ab69eb40504a6f",".git\objects\21\5b17302e6d38fa7fe822ae10ab69eb40504a6f",".git","60141040","2026-03-07T08:10:49.5913909Z"
"C:\Users\conor\Desktop\MasterRecovery3\.git\objects\59\fa24726036d05e52d1c6ec58cf14d109002532",".git\objects\59\fa24726036d05e52d1c6ec58cf14d109002532",".git","59217573","2026-03-07T09:47:53.8535492Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\forensic_data\gdrive_import_20260306_160512\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Indeed Job Search(com.indeed.android.jobsearch).apk","archive\forensic_data\gdrive_import_20260306_160512\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Indeed Job Search(com.indeed.android.jobsearch).apk","archive","58116104","2026-02-14T20:07:58.0190000Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\personal\recovery_gdrive_export\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Indeed Job Search(com.indeed.android.jobsearch).apk","archive\personal\recovery_gdrive_export\Recovery\IDrive_download\bettercutslawncare@gmail.com\Pixel 9 Pro Fold_b33b82f8-6334-407c-933f-c9ce6347d61d\Apps\Indeed Job Search(com.indeed.android.jobsearch).apk","archive","58116104","2026-03-07T09:51:53.7990804Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\recup_dir.2\f10604636.deb","archive\recup_dir.2\f10604636.deb","archive","57769984","2025-12-19T10:37:06.0000000Z"
"C:\Users\conor\Desktop\MasterRecovery3\.git\objects\ba\4c4b0a6f6a1b0968ce0759c80b7406b0781b8a",".git\objects\ba\4c4b0a6f6a1b0968ce0759c80b7406b0781b8a",".git","57766302","2026-02-28T22:51:05.2555856Z"
"C:\Users\conor\Desktop\MasterRecovery3\.git\objects\e0\498ed78abf20c9b3a03e1fd22894ffbd8400e1",".git\objects\e0\498ed78abf20c9b3a03e1fd22894ffbd8400e1",".git","57596995","2026-03-05T21:22:41.6702519Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\recup_dir.2\f10824732.deb","archive\recup_dir.2\f10824732.deb","archive","57581568","2025-12-19T10:37:12.0000000Z"
"C:\Users\conor\Desktop\MasterRecovery3\.git\objects\f8\484bea66f3209f3e09fc520ab798c5fae314b9",".git\objects\f8\484bea66f3209f3e09fc520ab798c5fae314b9",".git","57579777","2026-02-28T22:51:08.3568686Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\Imported_Data\Drive_Orphans\Desktop\137787","archive\Imported_Data\Drive_Orphans\Desktop\137787","archive","57579777","2026-02-28T22:51:08.3568686Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\recup_dir.2\f10717468.deb","archive\recup_dir.2\f10717468.deb","archive","54890496","2025-12-19T10:37:08.0000000Z"
"C:\Users\conor\Desktop\MasterRecovery3\.git\objects\0a\ed88af36b67a275566bc620a248e5fbaa55b0a",".git\objects\0a\ed88af36b67a275566bc620a248e5fbaa55b0a",".git","54878505","2026-02-28T22:51:06.7389886Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\Imported_Data\Drive_Orphans\Desktop\137899","archive\Imported_Data\Drive_Orphans\Desktop\137899","archive","54878505","2026-03-01T22:50:20.2749063Z"
"C:\Users\conor\Desktop\MasterRecovery3\archive\recup_dir.2\f10937196.deb","archive\recup_dir.2\f10937196.deb","archive","54740992","2025-12-19T10:37:14.0000000Z"
"C:\Users\conor\Desktop\MasterRecovery3\.git\objects\80\13286f42a0320dc6760cbfced986c7c9a0400a",".git\objects\80\13286f42a0320dc6760cbfced986c7c9a0400a",".git","54733720","2026-02-28T22:51:10.1763080Z"
